"","spp1","spp2","overlap_mean_sp1to2","overlap_mean_sp2to1"
"118","Palicourea_amethystina","Palicourea_justiciifolia",73.3095,2.4169
"119","Palicourea_standleyana","Palicourea_justiciifolia",14.4209,11.0553
"120","Palicourea_seemannii","Palicourea_justiciifolia",22.6634,52.5776
"121","Palicourea_pyramidalis","Palicourea_justiciifolia",10.3082,11.3681
"122","Palicourea_luteonivea","Palicourea_justiciifolia",33.5904,79.0386
"123","Palicourea_sulphurea","Palicourea_justiciifolia",11.0517,93.4714
"124","Palicourea_apicata","Palicourea_justiciifolia",83.3109,3.6488
"125","Palicourea_loxensis","Palicourea_justiciifolia",5.2256,4.4932
"126","Palicourea_angustifolia","Palicourea_justiciifolia",61.7643,7.2914
"127","Palicourea_tetragona","Palicourea_justiciifolia",83.4956,59.8528
"128","Palicourea_domingensis","Palicourea_justiciifolia",72.1828,84.995
"129","Palicourea_pubescens","Palicourea_justiciifolia",73.5221,77.7847
"130","Palicourea_correae","Palicourea_justiciifolia",15.5662,44.6813
"131","Palicourea_elata","Palicourea_justiciifolia",51.6243,26.033
"132","Palicourea_berteroana","Palicourea_justiciifolia",91.5283,46.7172
"133","Palicourea_petiolaris","Palicourea_justiciifolia",27.4757,62.9628
"134","Palicourea_timbiquensis","Palicourea_justiciifolia",36.1468,4.5525
"135","Palicourea_acanthacea","Palicourea_justiciifolia",14.7969,32.4261
"136","Palicourea_brachiata","Palicourea_justiciifolia",55.6729,76.2352
"137","Palicourea_glomerulata","Palicourea_justiciifolia",29.8425,73.5179
"138","Palicourea_conephoroides","Palicourea_justiciifolia",79.164,37.0252
"139","Palicourea_tinctoria","Palicourea_justiciifolia",37.8281,79.1737
"140","Palicourea_jelskii","Palicourea_justiciifolia",28.4859,7.3329
"141","Palicourea_allenii","Palicourea_justiciifolia",66.7901,39.6393
"142","Palicourea_cyanococca","Palicourea_justiciifolia",36.0545,61.7025
"143","Palicourea_hazenii","Palicourea_justiciifolia",69.4723,13.9304
"144","Palicourea_tomentosa","Palicourea_justiciifolia",69.9373,80.9264
"145","Psychotria_rosea","Palicourea_justiciifolia",91.9996,73.3196
"146","Psychotria_suterella","Palicourea_justiciifolia",6.8972,7.7486
"147","Palicourea_brachypoda","Palicourea_justiciifolia",4.9652,38.9976
"148","Palicourea_sessilis","Palicourea_justiciifolia",16.0402,27.8535
"149","Palicourea_divaricata","Palicourea_justiciifolia",30.0513,72.7434
"150","Palicourea_racemosa","Palicourea_justiciifolia",84.3245,93.8237
"151","Palicourea_subfusca","Palicourea_justiciifolia",43.89,93.0715
"152","Palicourea_topoensis","Palicourea_justiciifolia",12.2491,2.7999
"153","Palicourea_brevicollis","Palicourea_justiciifolia",25.3382,18.0764
"155","Palicourea_quadrifolia","Palicourea_ostreophora",77.8873,35.3057
"156","Palicourea_corymbifera","Palicourea_ostreophora",38.1578,86.488
"157","Palicourea_winkleri","Palicourea_ostreophora",64.0059,91.3495
"158","Palicourea_dichotoma","Palicourea_ostreophora",77.237,63.3022
"159","Palicourea_gracilenta","Palicourea_ostreophora",81.3784,69.976
"160","Palicourea_obliquinervia","Palicourea_ostreophora",46.7223,68.3555
"161","Palicourea_prunifolia","Palicourea_ostreophora",31.4865,24.1799
"162","Palicourea_callithrix","Palicourea_ostreophora",22.3107,85.4886
"163","Palicourea_glabra","Palicourea_ostreophora",63.3144,91.3547
"164","Palicourea_acuminata","Palicourea_ostreophora",92.7066,71.4784
"165","Palicourea_andina","Palicourea_ostreophora",90.9345,50.6414
"166","Palicourea_didymocarpos","Palicourea_ostreophora",47.6088,63.1382
"167","Palicourea_rhodothamna","Palicourea_ostreophora",97.4533,43.9848
"168","Palicourea_triphylla","Palicourea_ostreophora",68.4571,80.01
"169","Palicourea_croceoides","Palicourea_ostreophora",78.655,51.5243
"170","Palicourea_crocea","Palicourea_ostreophora",74.814,42.3929
"171","Palicourea_lasiantha","Palicourea_ostreophora",85.4605,70.4362
"172","Palicourea_nitidella","Palicourea_ostreophora",27.3383,63.5144
"173","Palicourea_macrobotrys","Palicourea_ostreophora",68.3433,24.3756
"174","Palicourea_guianensis","Palicourea_ostreophora",91.3308,76.4708
"175","Palicourea_marcgravii","Palicourea_ostreophora",28.6445,29.8174
"176","Palicourea_grandiflora","Palicourea_ostreophora",73.9766,73.2001
"177","Palicourea_rigida","Palicourea_ostreophora",26.7479,41.3597
"178","Palicourea_egensis","Palicourea_ostreophora",24.9418,93.6021
"179","Palicourea_polycephala","Palicourea_ostreophora",96.2704,21.8723
"180","Palicourea_deflexa","Palicourea_ostreophora",75.4757,58.9088
"181","Palicourea_woronovii","Palicourea_ostreophora",99.1692,39.4213
"182","Palicourea_bangii","Palicourea_ostreophora",32.6918,7.9487
"183","Palicourea_flavifolia","Palicourea_ostreophora",44.4888,10.7927
"184","Palicourea_reticulata","Palicourea_ostreophora",7.5964,59.1412
"185","Palicourea_stipularis","Palicourea_ostreophora",5.9732,67.7606
"186","Palicourea_flavescens","Palicourea_ostreophora",24.0971,6.9389
"187","Palicourea_stenosepala","Palicourea_ostreophora",29.3662,71.7819
"188","Palicourea_lineata","Palicourea_ostreophora",63.6126,5.359
"189","Palicourea_padifolia","Palicourea_ostreophora",22.629,47.3992
"190","Palicourea_lehmannii","Palicourea_ostreophora",8.6242,75.5186
"191","Palicourea_thyrsiflora","Palicourea_ostreophora",12.5785,82.7315
"192","Palicourea_demissa","Palicourea_ostreophora",85.4676,19.2889
"193","Palicourea_amethystina","Palicourea_ostreophora",64.1431,2.7164
"194","Palicourea_standleyana","Palicourea_ostreophora",77.2936,35.303
"195","Palicourea_seemannii","Palicourea_ostreophora",46.9547,84.2623
"196","Palicourea_pyramidalis","Palicourea_ostreophora",55.8115,52.6472
"197","Palicourea_luteonivea","Palicourea_ostreophora",83.0015,62.7491
"198","Palicourea_sulphurea","Palicourea_ostreophora",15.0815,92.5127
"199","Palicourea_apicata","Palicourea_ostreophora",85.3519,7.1393
"200","Palicourea_loxensis","Palicourea_ostreophora",14.086,45.9151
"201","Palicourea_angustifolia","Palicourea_ostreophora",79.3894,21.4557
"202","Palicourea_tetragona","Palicourea_ostreophora",64.4824,50.4148
"203","Palicourea_domingensis","Palicourea_ostreophora",35.9397,50.0648
"204","Palicourea_pubescens","Palicourea_ostreophora",46.4267,60.7495
"205","Palicourea_correae","Palicourea_ostreophora",38.2035,96.7585
"206","Palicourea_elata","Palicourea_ostreophora",79.5342,59.7361
"207","Palicourea_berteroana","Palicourea_ostreophora",94.0593,62.3981
"208","Palicourea_petiolaris","Palicourea_ostreophora",21.0714,44.9957
"209","Palicourea_timbiquensis","Palicourea_ostreophora",74.777,12.3853
"210","Palicourea_acanthacea","Palicourea_ostreophora",35.2842,67.8199
"211","Palicourea_brachiata","Palicourea_ostreophora",78.2213,94.4353
"212","Palicourea_glomerulata","Palicourea_ostreophora",40.548,94.6161
"213","Palicourea_conephoroides","Palicourea_ostreophora",72.2543,29.9459
"214","Palicourea_tinctoria","Palicourea_ostreophora",46.4256,83.7116
"215","Palicourea_jelskii","Palicourea_ostreophora",21.745,5.5343
"216","Palicourea_allenii","Palicourea_ostreophora",86.702,63.0571
"217","Palicourea_cyanococca","Palicourea_ostreophora",67.9324,93.3109
"218","Palicourea_hazenii","Palicourea_ostreophora",79.1685,38.4775
"219","Palicourea_tomentosa","Palicourea_ostreophora",80.9558,88.2063
"220","Psychotria_rosea","Palicourea_ostreophora",79.8442,56.5081
"221","Psychotria_suterella","Palicourea_ostreophora",3.6994,7.6019
"222","Palicourea_brachypoda","Palicourea_ostreophora",0.6212,3.9608
"223","Palicourea_sessilis","Palicourea_ostreophora",8.8809,17.6965
"224","Palicourea_divaricata","Palicourea_ostreophora",17.1794,37.2779
"225","Palicourea_racemosa","Palicourea_ostreophora",66.8193,75.5232
"226","Palicourea_subfusca","Palicourea_ostreophora",32.5703,91.605
"227","Palicourea_topoensis","Palicourea_ostreophora",94.6413,27.7394
"228","Palicourea_brevicollis","Palicourea_ostreophora",11.0907,5.7368
"230","Palicourea_corymbifera","Palicourea_quadrifolia",84.8242,87.7596
"231","Palicourea_winkleri","Palicourea_quadrifolia",36.2718,98.4618
"232","Palicourea_dichotoma","Palicourea_quadrifolia",87.5998,31.3086
"233","Palicourea_gracilenta","Palicourea_quadrifolia",93.4934,47.1447
"234","Palicourea_obliquinervia","Palicourea_quadrifolia",92.1259,72.0812
"235","Palicourea_prunifolia","Palicourea_quadrifolia",59.9392,47.4788
"236","Palicourea_callithrix","Palicourea_quadrifolia",70.2913,95.8866
"237","Palicourea_glabra","Palicourea_quadrifolia",67.7101,65.7075
"238","Palicourea_acuminata","Palicourea_quadrifolia",95.078,37.0599
"239","Palicourea_andina","Palicourea_quadrifolia",90.7021,8.3791
"240","Palicourea_didymocarpos","Palicourea_quadrifolia",92.7286,69.7585
"241","Palicourea_rhodothamna","Palicourea_quadrifolia",64.3849,44.3712
"242","Palicourea_triphylla","Palicourea_quadrifolia",55.1564,97.772
"243","Palicourea_croceoides","Palicourea_quadrifolia",99.2543,42.19
"244","Palicourea_crocea","Palicourea_quadrifolia",98.2314,34.025
"245","Palicourea_lasiantha","Palicourea_quadrifolia",95.0172,52.6836
"246","Palicourea_nitidella","Palicourea_quadrifolia",76.2845,69.5454
"247","Palicourea_macrobotrys","Palicourea_quadrifolia",93.7505,20.8256
"248","Palicourea_guianensis","Palicourea_quadrifolia",94.6407,43.9338
"249","Palicourea_marcgravii","Palicourea_quadrifolia",49.3638,11.5403
"250","Palicourea_grandiflora","Palicourea_quadrifolia",86.6667,56.6169
"251","Palicourea_rigida","Palicourea_quadrifolia",16.9694,68.5836
"252","Palicourea_egensis","Palicourea_quadrifolia",60.0633,92.1037
"253","Palicourea_polycephala","Palicourea_quadrifolia",44.4353,87.3379
"254","Palicourea_deflexa","Palicourea_quadrifolia",98.1151,37.4629
"255","Palicourea_woronovii","Palicourea_quadrifolia",85.1588,52.8191
"256","Palicourea_bangii","Palicourea_quadrifolia",26.2525,0.8539
"257","Palicourea_flavifolia","Palicourea_quadrifolia",53.5982,2.2048
"258","Palicourea_reticulata","Palicourea_quadrifolia",1.1706,72.1499
"259","Palicourea_stipularis","Palicourea_quadrifolia",0.989,79.5822
"260","Palicourea_flavescens","Palicourea_quadrifolia",8.8074,0.4128
"261","Palicourea_stenosepala","Palicourea_quadrifolia",3.2044,64.7807
"262","Palicourea_lineata","Palicourea_quadrifolia",79.7066,1.167
"263","Palicourea_padifolia","Palicourea_quadrifolia",21.1354,1.25
"264","Palicourea_lehmannii","Palicourea_quadrifolia",6.3703,13.6474
"265","Palicourea_thyrsiflora","Palicourea_quadrifolia",2.1006,95.379
"266","Palicourea_demissa","Palicourea_quadrifolia",85.3759,2.6774
"267","Palicourea_amethystina","Palicourea_quadrifolia",64.6251,0.3279
"268","Palicourea_standleyana","Palicourea_quadrifolia",9.1441,20.4985
"269","Palicourea_seemannii","Palicourea_quadrifolia",13.8734,73.5891
"270","Palicourea_pyramidalis","Palicourea_quadrifolia",22.3943,4.7553
"271","Palicourea_luteonivea","Palicourea_quadrifolia",90.744,15.6982
"272","Palicourea_sulphurea","Palicourea_quadrifolia",3.6677,98.903
"273","Palicourea_apicata","Palicourea_quadrifolia",92.0969,1.0779
"274","Palicourea_loxensis","Palicourea_quadrifolia",5.5998,1.5873
"275","Palicourea_angustifolia","Palicourea_quadrifolia",76.1341,2.7294
"276","Palicourea_tetragona","Palicourea_quadrifolia",65.0141,76.6444
"277","Palicourea_domingensis","Palicourea_quadrifolia",78.0918,52.1803
"278","Palicourea_pubescens","Palicourea_quadrifolia",80.6783,34.3327
"279","Palicourea_correae","Palicourea_quadrifolia",35.3758,35.521
"280","Palicourea_elata","Palicourea_quadrifolia",86.287,19.5204
"281","Palicourea_berteroana","Palicourea_quadrifolia",98.7321,24.8256
"282","Palicourea_petiolaris","Palicourea_quadrifolia",46.5583,3.2821
"283","Palicourea_timbiquensis","Palicourea_quadrifolia",21.4487,7.0527
"284","Palicourea_acanthacea","Palicourea_quadrifolia",14.7734,12.4547
"285","Palicourea_brachiata","Palicourea_quadrifolia",71.5268,55.3131
"286","Palicourea_glomerulata","Palicourea_quadrifolia",47.607,63.2026
"287","Palicourea_conephoroides","Palicourea_quadrifolia",93.2934,10.9556
"288","Palicourea_tinctoria","Palicourea_quadrifolia",11.3072,88.793
"289","Palicourea_jelskii","Palicourea_quadrifolia",10.2884,0.3655
"290","Palicourea_allenii","Palicourea_quadrifolia",76.7893,19.6152
"291","Palicourea_cyanococca","Palicourea_quadrifolia",50.9048,47.1432
"292","Palicourea_hazenii","Palicourea_quadrifolia",85.2538,6.2302
"293","Palicourea_tomentosa","Palicourea_quadrifolia",48.769,92.4198
"294","Psychotria_rosea","Palicourea_quadrifolia",70.6393,87.5852
"295","Psychotria_suterella","Palicourea_quadrifolia",0.2092,0.7708
"296","Palicourea_brachypoda","Palicourea_quadrifolia",4.4006,8.8012
"297","Palicourea_sessilis","Palicourea_quadrifolia",0.1963,1.6819
"298","Palicourea_divaricata","Palicourea_quadrifolia",9.7723,4.9435
"299","Palicourea_racemosa","Palicourea_quadrifolia",52.3804,98.0054
"300","Palicourea_subfusca","Palicourea_quadrifolia",26.9121,99.8974
"301","Palicourea_topoensis","Palicourea_quadrifolia",8.1485,8.032
"302","Palicourea_brevicollis","Palicourea_quadrifolia",5.0867,1.526
"304","Palicourea_winkleri","Palicourea_corymbifera",33.1235,97.5982
"305","Palicourea_dichotoma","Palicourea_corymbifera",35.9768,95.3517
"306","Palicourea_gracilenta","Palicourea_corymbifera",53.1243,98.5152
"307","Palicourea_obliquinervia","Palicourea_corymbifera",72.0223,94.3104
"308","Palicourea_prunifolia","Palicourea_corymbifera",43.8495,68.0593
"309","Palicourea_callithrix","Palicourea_corymbifera",60.2455,87.6411
"310","Palicourea_glabra","Palicourea_corymbifera",72.679,77.1519
"311","Palicourea_acuminata","Palicourea_corymbifera",98.6902,40.1172
"312","Palicourea_andina","Palicourea_corymbifera",85.8792,8.3273
"313","Palicourea_didymocarpos","Palicourea_corymbifera",63.3526,94.0986
"314","Palicourea_rhodothamna","Palicourea_corymbifera",77.4131,57.1643
"315","Palicourea_triphylla","Palicourea_corymbifera",58.3907,99.2586
"316","Palicourea_croceoides","Palicourea_corymbifera",41.0896,99.5404
"317","Palicourea_crocea","Palicourea_corymbifera",33.711,99.8026
"318","Palicourea_lasiantha","Palicourea_corymbifera",50.9986,95.2277
"319","Palicourea_nitidella","Palicourea_corymbifera",81.2758,88.9628
"320","Palicourea_macrobotrys","Palicourea_corymbifera",17.2968,98.1193
"321","Palicourea_guianensis","Palicourea_corymbifera",48.7719,99.2548
"322","Palicourea_marcgravii","Palicourea_corymbifera",8.6342,54.4751
"323","Palicourea_grandiflora","Palicourea_corymbifera",65.4037,96.6666
"324","Palicourea_rigida","Palicourea_corymbifera",12.7408,74.7099
"325","Palicourea_egensis","Palicourea_corymbifera",95.989,69.8811
"326","Palicourea_polycephala","Palicourea_corymbifera",89.721,57.2539
"327","Palicourea_deflexa","Palicourea_corymbifera",37.4555,97.9806
"328","Palicourea_woronovii","Palicourea_corymbifera",88.7463,57.3904
"329","Palicourea_bangii","Palicourea_corymbifera",22.3317,0.7904
"330","Palicourea_flavifolia","Palicourea_corymbifera",1.7132,45.4054
"331","Palicourea_reticulata","Palicourea_corymbifera",1.0223,63.6978
"332","Palicourea_stipularis","Palicourea_corymbifera",0.8097,77.0368
"333","Palicourea_flavescens","Palicourea_corymbifera",0.5047,9.3331
"334","Palicourea_stenosepala","Palicourea_corymbifera",2.5387,47.988
"335","Palicourea_lineata","Palicourea_corymbifera",0.9722,77.6828
"336","Palicourea_padifolia","Palicourea_corymbifera",1.3096,17.1515
"337","Palicourea_lehmannii","Palicourea_corymbifera",18.5883,5.8864
"338","Palicourea_thyrsiflora","Palicourea_corymbifera",1.9107,93.2834
"339","Palicourea_demissa","Palicourea_corymbifera",2.547,81.756
"340","Palicourea_amethystina","Palicourea_corymbifera",61.8316,0.2745
"341","Palicourea_standleyana","Palicourea_corymbifera",9.6913,19.9643
"342","Palicourea_seemannii","Palicourea_corymbifera",12.2694,71.4929
"343","Palicourea_pyramidalis","Palicourea_corymbifera",5.8209,22.3076
"344","Palicourea_luteonivea","Palicourea_corymbifera",15.5455,87.6797
"345","Palicourea_sulphurea","Palicourea_corymbifera",3.2146,95.5503
"346","Palicourea_apicata","Palicourea_corymbifera",88.0886,0.9829
"347","Palicourea_loxensis","Palicourea_corymbifera",1.6678,4.7663
"348","Palicourea_angustifolia","Palicourea_corymbifera",68.043,2.4548
"349","Palicourea_tetragona","Palicourea_corymbifera",70.5425,86.2854
"350","Palicourea_domingensis","Palicourea_corymbifera",54.0473,75.6511
"351","Palicourea_pubescens","Palicourea_corymbifera",34.594,83.2112
"352","Palicourea_correae","Palicourea_corymbifera",34.2785,38.5796
"353","Palicourea_elata","Palicourea_corymbifera",18.0287,83.5646
"354","Palicourea_berteroana","Palicourea_corymbifera",97.1545,23.3109
"355","Palicourea_petiolaris","Palicourea_corymbifera",3.0481,46.9823
"356","Palicourea_timbiquensis","Palicourea_corymbifera",26.0095,8.6728
"357","Palicourea_acanthacea","Palicourea_corymbifera",23.9169,20.1641
"358","Palicourea_brachiata","Palicourea_corymbifera",84.4587,60.3357
"359","Palicourea_glomerulata","Palicourea_corymbifera",63.6449,57.1128
"360","Palicourea_conephoroides","Palicourea_corymbifera",84.6537,9.6331
"361","Palicourea_tinctoria","Palicourea_corymbifera",11.0519,87.6765
"362","Palicourea_jelskii","Palicourea_corymbifera",0.3251,9.3045
"363","Palicourea_allenii","Palicourea_corymbifera",84.0021,21.9454
"364","Palicourea_cyanococca","Palicourea_corymbifera",49.5312,63.7098
"365","Palicourea_hazenii","Palicourea_corymbifera",5.0986,74.7813
"366","Palicourea_tomentosa","Palicourea_corymbifera",52.258,97.819
"367","Psychotria_rosea","Palicourea_corymbifera",78.9612,96.3996
"368","Psychotria_suterella","Palicourea_corymbifera",0.1834,0.7117
"369","Palicourea_brachypoda","Palicourea_corymbifera",4.2899,9.9662
"370","Palicourea_sessilis","Palicourea_corymbifera",0.1631,1.4404
"371","Palicourea_divaricata","Palicourea_corymbifera",11.4745,19.4084
"372","Palicourea_racemosa","Palicourea_corymbifera",53.7901,99.0542
"373","Palicourea_subfusca","Palicourea_corymbifera",24.0249,99.7135
"374","Palicourea_topoensis","Palicourea_corymbifera",7.9469,6.7628
"375","Palicourea_brevicollis","Palicourea_corymbifera",3.4938,0.9707
"377","Palicourea_dichotoma","Palicourea_winkleri",66.5563,73.3154
"378","Palicourea_gracilenta","Palicourea_winkleri",79.0703,92.155
"379","Palicourea_obliquinervia","Palicourea_winkleri",48.2137,95.8366
"380","Palicourea_prunifolia","Palicourea_winkleri",26.2031,83.749
"381","Palicourea_callithrix","Palicourea_winkleri",21.6421,99.468
"382","Palicourea_glabra","Palicourea_winkleri",44.2617,96.2033
"383","Palicourea_acuminata","Palicourea_winkleri",87.422,88.9938
"384","Palicourea_andina","Palicourea_winkleri",83.449,65.0889
"385","Palicourea_didymocarpos","Palicourea_winkleri",46.0672,90.9973
"386","Palicourea_rhodothamna","Palicourea_winkleri",23.754,93.0459
"387","Palicourea_triphylla","Palicourea_winkleri",81.7765,93.5735
"388","Palicourea_croceoides","Palicourea_winkleri",81.8754,81.0725
"389","Palicourea_crocea","Palicourea_winkleri",77.9633,70.819
"390","Palicourea_lasiantha","Palicourea_winkleri",78.6465,92.9138
"391","Palicourea_nitidella","Palicourea_winkleri",24.1993,87.6106
"392","Palicourea_macrobotrys","Palicourea_winkleri",71.0314,58.7035
"393","Palicourea_guianensis","Palicourea_winkleri",83.0443,89.7415
"394","Palicourea_marcgravii","Palicourea_winkleri",28.2093,51.9265
"395","Palicourea_grandiflora","Palicourea_winkleri",66.3562,92.6027
"396","Palicourea_rigida","Palicourea_winkleri",41.4551,59.2639
"397","Palicourea_egensis","Palicourea_winkleri",18.1223,99.3993
"398","Palicourea_polycephala","Palicourea_winkleri",11.0243,96.829
"399","Palicourea_deflexa","Palicourea_winkleri",79.5852,80.683
"400","Palicourea_woronovii","Palicourea_winkleri",99.7714,26.9974
"401","Palicourea_bangii","Palicourea_winkleri",35.448,18.4429
"402","Palicourea_flavifolia","Palicourea_winkleri",43.2754,21.9714
"403","Palicourea_reticulata","Palicourea_winkleri",63.1888,15.0924
"404","Palicourea_stipularis","Palicourea_winkleri",69.6521,10.7786
"405","Palicourea_flavescens","Palicourea_winkleri",12.3827,5.6461
"406","Palicourea_stenosepala","Palicourea_winkleri",71.6165,38.055
"407","Palicourea_lineata","Palicourea_winkleri",61.921,9.8985
"408","Palicourea_padifolia","Palicourea_winkleri",51.1022,45.7138
"409","Palicourea_lehmannii","Palicourea_winkleri",4.6083,73.3951
"410","Palicourea_thyrsiflora","Palicourea_winkleri",83.8946,24.4119
"411","Palicourea_demissa","Palicourea_winkleri",75.0574,27.0249
"412","Palicourea_amethystina","Palicourea_winkleri",59.2286,4.6695
"413","Palicourea_standleyana","Palicourea_winkleri",16.9527,66.1219
"414","Palicourea_seemannii","Palicourea_winkleri",71.0116,65.4591
"415","Palicourea_pyramidalis","Palicourea_winkleri",29.5161,59.1649
"416","Palicourea_luteonivea","Palicourea_winkleri",78.9196,71.1246
"417","Palicourea_sulphurea","Palicourea_winkleri",92.3396,24.5515
"418","Palicourea_apicata","Palicourea_winkleri",77.5521,11.0676
"419","Palicourea_loxensis","Palicourea_winkleri",10.3806,33.3344
"420","Palicourea_angustifolia","Palicourea_winkleri",64.7428,25.5326
"421","Palicourea_tetragona","Palicourea_winkleri",47.3825,94.0737
"422","Palicourea_domingensis","Palicourea_winkleri",40.713,84.3429
"423","Palicourea_pubescens","Palicourea_winkleri",59.7413,74.6726
"424","Palicourea_correae","Palicourea_winkleri",25.7787,98.7853
"425","Palicourea_elata","Palicourea_winkleri",80.7274,87.0602
"426","Palicourea_berteroana","Palicourea_winkleri",93.9818,88.132
"427","Palicourea_petiolaris","Palicourea_winkleri",34.8804,29.9206
"428","Palicourea_timbiquensis","Palicourea_winkleri",5.6768,66.1102
"429","Palicourea_acanthacea","Palicourea_winkleri",17.2786,69.9625
"430","Palicourea_brachiata","Palicourea_winkleri",55.6036,98.1421
"431","Palicourea_glomerulata","Palicourea_winkleri",24.1108,94.3961
"432","Palicourea_conephoroides","Palicourea_winkleri",79.2239,57.9031
"433","Palicourea_tinctoria","Palicourea_winkleri",81.0625,67.4944
"434","Palicourea_jelskii","Palicourea_winkleri",15.6962,8.4185
"435","Palicourea_allenii","Palicourea_winkleri",74.6793,78.8908
"436","Palicourea_cyanococca","Palicourea_winkleri",39.9535,97.1
"437","Palicourea_hazenii","Palicourea_winkleri",77.3667,51.7436
"438","Palicourea_tomentosa","Palicourea_winkleri",78.9881,93.8745
"439","Psychotria_rosea","Palicourea_winkleri",94.3391,48.2982
"440","Psychotria_suterella","Palicourea_winkleri",28.2655,11.5564
"441","Palicourea_brachypoda","Palicourea_winkleri",5.4938,81.8383
"442","Palicourea_sessilis","Palicourea_winkleri",16.9417,25.846
"443","Palicourea_divaricata","Palicourea_winkleri",8.3305,41.2587
"444","Palicourea_racemosa","Palicourea_winkleri",76.8273,89.1137
"445","Palicourea_subfusca","Palicourea_winkleri",94.6856,61.8685
"446","Palicourea_topoensis","Palicourea_winkleri",12.4195,88.0086
"447","Palicourea_brevicollis","Palicourea_winkleri",11.2829,26.4402
"449","Palicourea_gracilenta","Palicourea_dichotoma",77.5274,61.436
"450","Palicourea_obliquinervia","Palicourea_dichotoma",82.1713,50.5609
"451","Palicourea_prunifolia","Palicourea_dichotoma",52.5522,31.7546
"452","Palicourea_callithrix","Palicourea_dichotoma",22.3739,95.5542
"453","Palicourea_glabra","Palicourea_dichotoma",89.5354,39.6372
"454","Palicourea_acuminata","Palicourea_dichotoma",79.5334,74.2201
"455","Palicourea_andina","Palicourea_dichotoma",74.5827,38.8351
"456","Palicourea_didymocarpos","Palicourea_dichotoma",73.9454,52.7067
"457","Palicourea_rhodothamna","Palicourea_dichotoma",89.7529,27.009
"458","Palicourea_triphylla","Palicourea_dichotoma",81.2431,74.037
"459","Palicourea_croceoides","Palicourea_dichotoma",78.695,60.7978
"460","Palicourea_crocea","Palicourea_dichotoma",86.896,59.0082
"461","Palicourea_lasiantha","Palicourea_dichotoma",69.8937,60.5222
"462","Palicourea_nitidella","Palicourea_dichotoma",91.2501,29.8129
"463","Palicourea_macrobotrys","Palicourea_dichotoma",33.326,82.2917
"464","Palicourea_guianensis","Palicourea_dichotoma",86.0814,86.7016
"465","Palicourea_marcgravii","Palicourea_dichotoma",50.1448,55.2709
"466","Palicourea_grandiflora","Palicourea_dichotoma",86.3738,62.4736
"467","Palicourea_rigida","Palicourea_dichotoma",37.6528,59.7609
"468","Palicourea_egensis","Palicourea_dichotoma",99.2364,20.1751
"469","Palicourea_polycephala","Palicourea_dichotoma",98.7799,22.1323
"470","Palicourea_deflexa","Palicourea_dichotoma",90.5761,81.6238
"471","Palicourea_woronovii","Palicourea_dichotoma",98.9375,23.1658
"472","Palicourea_bangii","Palicourea_dichotoma",39.5452,8.897
"473","Palicourea_flavifolia","Palicourea_dichotoma",12.3241,48.9008
"474","Palicourea_reticulata","Palicourea_dichotoma",6.6829,58.2604
"475","Palicourea_stipularis","Palicourea_dichotoma",7.8165,81.2296
"476","Palicourea_flavescens","Palicourea_dichotoma",4.5142,21.1838
"477","Palicourea_stenosepala","Palicourea_dichotoma",14.4607,44.7382
"478","Palicourea_lineata","Palicourea_dichotoma",4.4892,60.4432
"479","Palicourea_padifolia","Palicourea_dichotoma",17.3989,38.9716
"480","Palicourea_lehmannii","Palicourea_dichotoma",89.2565,8.3509
"481","Palicourea_thyrsiflora","Palicourea_dichotoma",12.3552,86.0447
"482","Palicourea_demissa","Palicourea_dichotoma",74.4009,14.2845
"483","Palicourea_amethystina","Palicourea_dichotoma",70.9706,2.549
"484","Palicourea_standleyana","Palicourea_dichotoma",34.2707,16.9729
"485","Palicourea_seemannii","Palicourea_dichotoma",36.9662,54.7247
"486","Palicourea_pyramidalis","Palicourea_dichotoma",36.2109,28.3609
"487","Palicourea_luteonivea","Palicourea_dichotoma",53.3095,71.9082
"488","Palicourea_sulphurea","Palicourea_dichotoma",12.9718,83.7626
"489","Palicourea_apicata","Palicourea_dichotoma",74.0439,5.0411
"490","Palicourea_loxensis","Palicourea_dichotoma",18.8393,9.6963
"491","Palicourea_angustifolia","Palicourea_dichotoma",67.4272,14.7436
"492","Palicourea_tetragona","Palicourea_dichotoma",94.1551,48.9299
"493","Palicourea_domingensis","Palicourea_dichotoma",77.6988,50.6568
"494","Palicourea_pubescens","Palicourea_dichotoma",71.0227,67.8597
"495","Palicourea_correae","Palicourea_dichotoma",23.356,85.1619
"496","Palicourea_elata","Palicourea_dichotoma",50.0895,50.8227
"497","Palicourea_berteroana","Palicourea_dichotoma",79.5954,56.8812
"498","Palicourea_petiolaris","Palicourea_dichotoma",28.2873,59.3509
"499","Palicourea_timbiquensis","Palicourea_dichotoma",64.6952,11.4037
"500","Palicourea_acanthacea","Palicourea_dichotoma",26.4311,56.2563
"501","Palicourea_brachiata","Palicourea_dichotoma",52.9727,93.3288
"502","Palicourea_glomerulata","Palicourea_dichotoma",93.9438,32.8113
"503","Palicourea_conephoroides","Palicourea_dichotoma",73.4296,34.5108
"504","Palicourea_tinctoria","Palicourea_dichotoma",41.9885,73.9139
"505","Palicourea_jelskii","Palicourea_dichotoma",7.6251,28.8833
"506","Palicourea_allenii","Palicourea_dichotoma",60.8497,53.643
"507","Palicourea_cyanococca","Palicourea_dichotoma",43.7141,89.6175
