Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
45497	1	-47.38873	-50.59495	3.206227	0.0117074	0.0117074	0.0117074	0.0117074	0.0117074	0.0117074	0.0117074
45498	0	-46.7628	-49.80202	3.039222	0.01599547	0.0159955	0.0159955	0.0159955	0.0159955	0.0159955	0.0159955
45499	1	-47.08714	-49.92297	2.835837	0.02121761	0.0212176	0.0212176	0.0212176	0.0212176	0.0212176	0.0212176
45500	0	-46.75825	-49.74741	2.989163	0.01728079	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808
45501	1	-47.37558	-50.13975	2.764165	0.02305789	0.0230579	0.0230579	0.0230579	0.0230579	0.0230579	0.0230579
45502	0	-46.75825	-49.74741	2.989163	0.01728079	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808
45503	1	-47.37558	-50.13975	2.764165	0.02305789	0.0230579	0.0230579	0.0230579	0.0230579	0.0230579	0.0230579
45504	0	-46.75825	-49.74741	2.989163	0.01728079	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808	0.0172808
45505	1	-46.89017	-49.99839	3.108215	0.01422399	0.014224	0.014224	0.014224	0.014224	0.014224	0.014224
45506	0	-48.86274	-51.37092	2.508175	0.02963074	0.0296307	0.0296307	0.0296307	0.0296307	0.0296307	0.0296307
45507	1	-46.89017	-49.99839	3.108215	0.01422399	0.014224	0.014224	0.014224	0.014224	0.014224	0.014224
45508	0	-48.86274	-51.37092	2.508175	0.02963074	0.0296307	0.0296307	0.0296307	0.0296307	0.0296307	0.0296307
45509	1	-46.76156	-49.79911	3.037556	0.01603826	0.0160383	0.0160383	0.0160383	0.0160383	0.0160383	0.0160383
45510	0	-47.44638	-50.19516	2.748774	0.02345307	0.0234531	0.0234531	0.0234531	0.0234531	0.0234531	0.0234531
45511	1	-46.78232	-49.74397	2.961655	0.01798709	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871
45512	0	-47.66854	-50.90795	3.239418	0.01085519	0.0108552	0.0108552	0.0108552	0.0108552	0.0108552	0.0108552
45513	1	-46.78232	-49.74397	2.961655	0.01798709	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871
45514	0	-46.91902	-49.8096	2.890585	0.01981191	0.0198119	0.0198119	0.0198119	0.0198119	0.0198119	0.0198119
45515	1	-46.78232	-49.74397	2.961655	0.01798709	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871	0.0179871
45516	0	-48.16248	-50.77884	2.616368	0.02685277	0.0268528	0.0268528	0.0268528	0.0268528	0.0268528	0.0268528
45517	1	-47.24326	-50.03815	2.79489	0.02226899	0.022269	0.022269	0.022269	0.022269	0.022269	0.022269
45518	0	-48.16248	-50.77884	2.616368	0.02685277	0.0268528	0.0268528	0.0268528	0.0268528	0.0268528	0.0268528
45519	1	-47.79555	-50.47565	2.680102	0.02521631	0.0252163	0.0252163	0.0252163	0.0252163	0.0252163	0.0252163
45520	0	-47.07076	-50.22504	3.154283	0.01304115	0.0130412	0.0130412	0.0130412	0.0130412	0.0130412	0.0130412
45521	1	-47.11787	-49.94512	2.827244	0.02143826	0.0214383	0.0214383	0.0214383	0.0214383	0.0214383	0.0214383
45522	0	-48.10266	-50.729	2.626331	0.02659694	0.0265969	0.0265969	0.0265969	0.0265969	0.0265969	0.0265969
45523	1	-47.5777	-50.80718	3.229476	0.01111048	0.0111105	0.0111105	0.0111105	0.0111105	0.0111105	0.0111105
45524	0	-46.75776	-49.74783	2.990064	0.01725765	0.0172577	0.0172577	0.0172577	0.0172577	0.0172577	0.0172577
45525	1	-48.71626	-51.24601	2.529748	0.02907684	0.0290768	0.0290768	0.0290768	0.0290768	0.0290768	0.0290768
45526	0	-47.11798	-50.28154	3.163562	0.01280288	0.0128029	0.0128029	0.0128029	0.0128029	0.0128029	0.0128029
45527	1	-46.86363	-49.77734	2.913715	0.01921802	0.019218	0.019218	0.019218	0.019218	0.019218	0.019218
45528	0	-48.60844	-51.15438	2.545937	0.02866114	0.0286611	0.0286611	0.0286611	0.0286611	0.0286611	0.0286611
45529	1	-47.19347	-50.00075	2.807283	0.02195078	0.0219508	0.0219508	0.0219508	0.0219508	0.0219508	0.0219508
45530	0	-46.88428	-49.99052	3.106237	0.01427477	0.0142748	0.0142748	0.0142748	0.0142748	0.0142748	0.0142748
45531	1	-49.23208	-51.68771	2.455629	0.03097993	0.0309799	0.0309799	0.0309799	0.0309799	0.0309799	0.0309799
45532	0	-47.6636	-50.36848	2.704883	0.02458001	0.02458	0.02458	0.02458	0.02458	0.02458	0.02458
45533	1	-46.87092	-49.78134	2.910413	0.01930278	0.0193028	0.0193028	0.0193028	0.0193028	0.0193028	0.0193028
45534	0	-46.94731	-50.07264	3.125327	0.01378463	0.0137846	0.0137846	0.0137846	0.0137846	0.0137846	0.0137846
45535	1	-46.87092	-49.78134	2.910413	0.01930278	0.0193028	0.0193028	0.0193028	0.0193028	0.0193028	0.0193028
45536	0	-46.94731	-50.07264	3.125327	0.01378463	0.0137846	0.0137846	0.0137846	0.0137846	0.0137846	0.0137846
45537	1	-47.10603	-50.26732	3.161285	0.01286134	0.0128613	0.0128613	0.0128613	0.0128613	0.0128613	0.0128613
45538	0	-47.20906	-50.01241	2.803344	0.02205193	0.0220519	0.0220519	0.0220519	0.0220519	0.0220519	0.0220519
45539	1	-47.20863	-50.01208	2.803454	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491
45540	0	-47.29165	-50.48418	3.192529	0.01205913	0.0120591	0.0120591	0.0120591	0.0120591	0.0120591	0.0120591
45541	1	-47.20863	-50.01208	2.803454	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491
45542	0	-47.04405	-49.89251	2.848458	0.02089357	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936
45543	1	-47.20863	-50.01208	2.803454	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491	0.0220491
45544	0	-47.04405	-49.89251	2.848458	0.02089357	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936
45545	1	-46.7619	-49.74519	2.983296	0.01743145	0.0174314	0.0174314	0.0174314	0.0174314	0.0174314	0.0174314
45546	0	-47.04405	-49.89251	2.848458	0.02089357	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936	0.0208936
45547	1	-46.7619	-49.74519	2.983296	0.01743145	0.0174314	0.0174314	0.0174314	0.0174314	0.0174314	0.0174314
45548	0	-47.18446	-49.99405	2.809584	0.02189171	0.0218917	0.0218917	0.0218917	0.0218917	0.0218917	0.0218917
45549	1	-47.38717	-50.14878	2.7616	0.02312374	0.0231237	0.0231237	0.0231237	0.0231237	0.0231237	0.0231237
45550	0	-48.09315	-50.72108	2.62793	0.02655588	0.0265559	0.0265559	0.0265559	0.0265559	0.0265559	0.0265559
45551	1	-46.75287	-49.75644	3.003576	0.01691073	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107
45552	0	-48.1624	-50.77878	2.61638	0.02685244	0.0268524	0.0268524	0.0268524	0.0268524	0.0268524	0.0268524
45553	1	-46.75287	-49.75644	3.003576	0.01691073	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107
45554	0	-46.7621	-49.80039	3.038292	0.01601934	0.0160193	0.0160193	0.0160193	0.0160193	0.0160193	0.0160193
45555	1	-46.75287	-49.75644	3.003576	0.01691073	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107
45556	0	-46.7621	-49.80039	3.038292	0.01601934	0.0160193	0.0160193	0.0160193	0.0160193	0.0160193	0.0160193
45557	1	-46.75287	-49.75644	3.003576	0.01691073	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107	0.0169107
45558	0	-46.75467	-49.75171	2.997044	0.01707845	0.0170785	0.0170785	0.0170785	0.0170785	0.0170785	0.0170785
45559	1	-46.77332	-49.8238	3.050484	0.0157063	0.0157063	0.0157063	0.0157063	0.0157063	0.0157063	0.0157063
45560	0	-47.12286	-49.94874	2.825878	0.02147333	0.0214733	0.0214733	0.0214733	0.0214733	0.0214733	0.0214733
45561	1	-46.88759	-49.99495	3.107355	0.01424608	0.0142461	0.0142461	0.0142461	0.0142461	0.0142461	0.0142461
45562	0	-48.33719	-50.92522	2.588029	0.02758039	0.0275804	0.0275804	0.0275804	0.0275804	0.0275804	0.0275804
45563	1	-46.88759	-49.99495	3.107355	0.01424608	0.0142461	0.0142461	0.0142461	0.0142461	0.0142461	0.0142461
45564	0	-47.53384	-50.75825	3.224414	0.01124043	0.0112404	0.0112404	0.0112404	0.0112404	0.0112404	0.0112404
45565	1	-46.84104	-49.76565	2.924612	0.01893822	0.0189382	0.0189382	0.0189382	0.0189382	0.0189382	0.0189382
45566	0	-46.85661	-49.95283	3.096221	0.01453194	0.0145319	0.0145319	0.0145319	0.0145319	0.0145319	0.0145319
45567	1	-47.56337	-50.28796	2.724589	0.02407405	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074
45568	0	-47.35677	-50.55864	3.201873	0.0118192	0.0118192	0.0118192	0.0118192	0.0118192	0.0118192	0.0118192
45569	1	-46.86814	-49.7798	2.911662	0.01927072	0.0192707	0.0192707	0.0192707	0.0192707	0.0192707	0.0192707
45570	0	-48.54931	-51.86132	3.312009	0.008991345	0.00899135	0.00899135	0.00899135	0.00899135	0.00899135	0.00899135
45571	1	-46.86814	-49.7798	2.911662	0.01927072	0.0192707	0.0192707	0.0192707	0.0192707	0.0192707	0.0192707
45572	0	-47.43402	-50.18544	2.751416	0.02338523	0.0233852	0.0233852	0.0233852	0.0233852	0.0233852	0.0233852
45573	1	-47.37227	-50.13717	2.764901	0.023039	0.023039	0.023039	0.023039	0.023039	0.023039	0.023039
45574	0	-46.81008	-49.75197	2.941889	0.01849461	0.0184946	0.0184946	0.0184946	0.0184946	0.0184946	0.0184946
45575	1	-47.79826	-50.47786	2.679605	0.02522906	0.0252291	0.0252291	0.0252291	0.0252291	0.0252291	0.0252291
45576	0	-47.26273	-50.45088	3.188152	0.01217152	0.0121715	0.0121715	0.0121715	0.0121715	0.0121715	0.0121715
45577	1	-48.50646	-51.06798	2.561519	0.02826108	0.0282611	0.0282611	0.0282611	0.0282611	0.0282611	0.0282611
45578	0	-48.44047	-51.01222	2.571753	0.02799829	0.0279983	0.0279983	0.0279983	0.0279983	0.0279983	0.0279983
45579	1	-46.98904	-50.12511	3.136069	0.0135088	0.0135088	0.0135088	0.0135088	0.0135088	0.0135088	0.0135088
45580	0	-48.16532	-50.78122	2.615897	0.02686485	0.0268649	0.0268649	0.0268649	0.0268649	0.0268649	0.0268649
45581	1	-46.75268	-49.77015	3.017472	0.01655392	0.0165539	0.0165539	0.0165539	0.0165539	0.0165539	0.0165539
45582	0	-46.94318	-49.82477	2.88159	0.02004287	0.0200429	0.0200429	0.0200429	0.0200429	0.0200429	0.0200429
45583	1	-46.95896	-49.83494	2.87598	0.02018691	0.0201869	0.0201869	0.0201869	0.0201869	0.0201869	0.0201869
45584	0	-47.11049	-49.93977	2.829281	0.02138596	0.021386	0.021386	0.021386	0.021386	0.021386	0.021386
45585	1	-46.90726	-50.02095	3.113693	0.01408333	0.0140833	0.0140833	0.0140833	0.0140833	0.0140833	0.0140833
45586	0	-46.7593	-49.79351	3.03421	0.01612416	0.0161242	0.0161242	0.0161242	0.0161242	0.0161242	0.0161242
45587	1	-47.21802	-50.01912	2.801107	0.02210937	0.0221094	0.0221094	0.0221094	0.0221094	0.0221094	0.0221094
45588	0	-47.03554	-49.88658	2.851041	0.02082723	0.0208272	0.0208272	0.0208272	0.0208272	0.0208272	0.0208272
45589	1	-48.52621	-51.08469	2.55848	0.0283391	0.0283391	0.0283391	0.0283391	0.0283391	0.0283391	0.0283391
45590	0	-47.93542	-50.59044	2.655018	0.02586037	0.0258604	0.0258604	0.0258604	0.0258604	0.0258604	0.0258604
45591	1	-47.03166	-50.17762	3.14596	0.01325484	0.0132548	0.0132548	0.0132548	0.0132548	0.0132548	0.0132548
45592	0	-47.13088	-50.29685	3.165971	0.01274102	0.012741	0.012741	0.012741	0.012741	0.012741	0.012741
45593	1	-46.87544	-49.78385	2.908416	0.01935408	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541
45594	0	-47.13088	-50.29685	3.165971	0.01274102	0.012741	0.012741	0.012741	0.012741	0.012741	0.012741
45595	1	-46.87544	-49.78385	2.908416	0.01935408	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541
45596	0	-47.67976	-50.38154	2.701782	0.02465964	0.0246596	0.0246596	0.0246596	0.0246596	0.0246596	0.0246596
45597	1	-46.87544	-49.78385	2.908416	0.01935408	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541	0.0193541
45598	0	-47.67976	-50.38154	2.701782	0.02465964	0.0246596	0.0246596	0.0246596	0.0246596	0.0246596	0.0246596
45599	1	-49.46227	-51.88627	2.423998	0.03179208	0.0317921	0.0317921	0.0317921	0.0317921	0.0317921	0.0317921
45600	0	-47.43285	-50.18452	2.751668	0.02337876	0.0233788	0.0233788	0.0233788	0.0233788	0.0233788	0.0233788
45601	1	-47.20796	-50.01158	2.80362	0.02204483	0.0220448	0.0220448	0.0220448	0.0220448	0.0220448	0.0220448
45602	0	-46.96535	-49.83911	2.873762	0.02024386	0.0202439	0.0202439	0.0202439	0.0202439	0.0202439	0.0202439
45603	1	-46.7857	-49.84609	3.060395	0.01545184	0.0154518	0.0154518	0.0154518	0.0154518	0.0154518	0.0154518
45604	0	-47.02629	-49.88017	2.853886	0.02075419	0.0207542	0.0207542	0.0207542	0.0207542	0.0207542	0.0207542
45605	1	-46.76529	-49.80756	3.042276	0.01591704	0.015917	0.015917	0.015917	0.015917	0.015917	0.015917
45606	0	-46.76251	-49.80136	3.038846	0.01600513	0.0160051	0.0160051	0.0160051	0.0160051	0.0160051	0.0160051
45607	1	-46.76529	-49.80756	3.042276	0.01591704	0.015917	0.015917	0.015917	0.015917	0.015917	0.015917
45608	0	-48.46262	-51.03092	2.568305	0.02808684	0.0280868	0.0280868	0.0280868	0.0280868	0.0280868	0.0280868
45609	1	-46.76529	-49.80756	3.042276	0.01591704	0.015917	0.015917	0.015917	0.015917	0.015917	0.015917
45610	0	-47.54917	-50.77537	3.226204	0.01119448	0.0111945	0.0111945	0.0111945	0.0111945	0.0111945	0.0111945
45611	1	-46.78139	-49.83859	3.057207	0.01553369	0.0155337	0.0155337	0.0155337	0.0155337	0.0155337	0.0155337
45612	0	-47.8938	-50.55616	2.662369	0.02567162	0.0256716	0.0256716	0.0256716	0.0256716	0.0256716	0.0256716
45613	1	-46.78139	-49.83859	3.057207	0.01553369	0.0155337	0.0155337	0.0155337	0.0155337	0.0155337	0.0155337
45614	0	-47.76535	-51.01466	3.249316	0.01060105	0.010601	0.010601	0.010601	0.010601	0.010601	0.010601
45615	1	-46.90621	-50.01957	3.113367	0.01409171	0.0140917	0.0140917	0.0140917	0.0140917	0.0140917	0.0140917
45616	0	-46.92438	-49.81292	2.888543	0.01986433	0.0198643	0.0198643	0.0198643	0.0198643	0.0198643	0.0198643
45617	1	-47.35184	-50.12131	2.769475	0.02292155	0.0229215	0.0229215	0.0229215	0.0229215	0.0229215	0.0229215
45618	0	-47.07902	-50.23498	3.155963	0.012998	0.012998	0.012998	0.012998	0.012998	0.012998	0.012998
45619	1	-46.91613	-50.03253	3.116404	0.01401372	0.0140137	0.0140137	0.0140137	0.0140137	0.0140137	0.0140137
45620	0	-47.07902	-50.23498	3.155963	0.012998	0.012998	0.012998	0.012998	0.012998	0.012998	0.012998
45621	1	-46.75215	-49.76233	3.010186	0.01674099	0.016741	0.016741	0.016741	0.016741	0.016741	0.016741
45622	0	-46.90072	-50.01236	3.111639	0.01413609	0.0141361	0.0141361	0.0141361	0.0141361	0.0141361	0.0141361
45623	1	-46.75215	-49.76233	3.010186	0.01674099	0.016741	0.016741	0.016741	0.016741	0.016741	0.016741
45624	0	-46.90072	-50.01236	3.111639	0.01413609	0.0141361	0.0141361	0.0141361	0.0141361	0.0141361	0.0141361
45625	1	-46.80497	-49.75009	2.945117	0.01841173	0.0184117	0.0184117	0.0184117	0.0184117	0.0184117	0.0184117
45626	0	-46.77903	-49.74352	2.964496	0.01791414	0.0179141	0.0179141	0.0179141	0.0179141	0.0179141	0.0179141
45627	1	-48.79865	-51.3162	2.517557	0.02938984	0.0293898	0.0293898	0.0293898	0.0293898	0.0293898	0.0293898
45628	0	-47.02819	-49.88149	2.853298	0.02076928	0.0207693	0.0207693	0.0207693	0.0207693	0.0207693	0.0207693
45629	1	-46.75214	-49.7634	3.011263	0.01671336	0.0167134	0.0167134	0.0167134	0.0167134	0.0167134	0.0167134
45630	0	-47.02819	-49.88149	2.853298	0.02076928	0.0207693	0.0207693	0.0207693	0.0207693	0.0207693	0.0207693
45631	1	-52.34129	-54.4096	2.068319	0.04092458	0.0409246	0.0409246	0.0409246	0.0409246	0.0409246	0.0409246
45632	0	-47.34018	-50.11229	2.772111	0.02285387	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539
45633	1	-52.34129	-54.4096	2.068319	0.04092458	0.0409246	0.0409246	0.0409246	0.0409246	0.0409246	0.0409246
45634	0	-47.34018	-50.11229	2.772111	0.02285387	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539
45635	1	-48.33178	-50.92067	2.58889	0.02755827	0.0275583	0.0275583	0.0275583	0.0275583	0.0275583	0.0275583
45636	0	-47.34018	-50.11229	2.772111	0.02285387	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539	0.0228539
45637	1	-46.75349	-49.75432	3.000832	0.01698119	0.0169812	0.0169812	0.0169812	0.0169812	0.0169812	0.0169812
45638	0	-46.93832	-50.06116	3.122843	0.0138484	0.0138484	0.0138484	0.0138484	0.0138484	0.0138484	0.0138484
45639	1	-46.94279	-49.82452	2.881729	0.02003928	0.0200393	0.0200393	0.0200393	0.0200393	0.0200393	0.0200393
45640	0	-47.03729	-50.18449	3.1472	0.01322301	0.013223	0.013223	0.013223	0.013223	0.013223	0.013223
45641	1	-46.94279	-49.82452	2.881729	0.02003928	0.0200393	0.0200393	0.0200393	0.0200393	0.0200393	0.0200393
45642	0	-47.21606	-50.01765	2.801595	0.02209684	0.0220968	0.0220968	0.0220968	0.0220968	0.0220968	0.0220968
45643	1	-46.88243	-49.98804	3.105608	0.01429092	0.0142909	0.0142909	0.0142909	0.0142909	0.0142909	0.0142909
45644	0	-46.83379	-49.92058	3.086791	0.01477409	0.0147741	0.0147741	0.0147741	0.0147741	0.0147741	0.0147741
45645	1	-47.69285	-50.39214	2.699283	0.0247238	0.0247238	0.0247238	0.0247238	0.0247238	0.0247238	0.0247238
45646	0	-46.76913	-49.81559	3.04646	0.01580963	0.0158096	0.0158096	0.0158096	0.0158096	0.0158096	0.0158096
45647	1	-46.97398	-50.10631	3.132329	0.01360485	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048
45648	0	-46.76913	-49.81559	3.04646	0.01580963	0.0158096	0.0158096	0.0158096	0.0158096	0.0158096	0.0158096
45649	1	-46.97398	-50.10631	3.132329	0.01360485	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048
45650	0	-46.75257	-49.7579	3.00533	0.0168657	0.0168657	0.0168657	0.0168657	0.0168657	0.0168657	0.0168657
45651	1	-46.97398	-50.10631	3.132329	0.01360485	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048
45652	0	-48.60435	-51.15091	2.546557	0.02864524	0.0286452	0.0286452	0.0286452	0.0286452	0.0286452	0.0286452
45653	1	-46.97398	-50.10631	3.132329	0.01360485	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048	0.0136048
45654	0	-46.76184	-49.74522	2.983384	0.01742917	0.0174292	0.0174292	0.0174292	0.0174292	0.0174292	0.0174292
45655	1	-48.38599	-50.96628	2.580298	0.02777889	0.0277789	0.0277789	0.0277789	0.0277789	0.0277789	0.0277789
45656	0	-47.61817	-50.33188	2.713711	0.02435335	0.0243533	0.0243533	0.0243533	0.0243533	0.0243533	0.0243533
45657	1	-48.38599	-50.96628	2.580298	0.02777889	0.0277789	0.0277789	0.0277789	0.0277789	0.0277789	0.0277789
45658	0	-46.7949	-49.86144	3.066543	0.01529396	0.015294	0.015294	0.015294	0.015294	0.015294	0.015294
45659	1	-47.44421	-50.19345	2.749237	0.02344118	0.0234412	0.0234412	0.0234412	0.0234412	0.0234412	0.0234412
45660	0	-46.75323	-49.7551	3.00187	0.01695454	0.0169545	0.0169545	0.0169545	0.0169545	0.0169545	0.0169545
45661	1	-47.75231	-51.00033	3.248022	0.01063429	0.0106343	0.0106343	0.0106343	0.0106343	0.0106343	0.0106343
45662	0	-50.60031	-52.87686	2.276549	0.03557801	0.035578	0.035578	0.035578	0.035578	0.035578	0.035578
45663	1	-48.0565	-50.69062	2.634123	0.02639687	0.0263969	0.0263969	0.0263969	0.0263969	0.0263969	0.0263969
45664	0	-50.60031	-52.87686	2.276549	0.03557801	0.035578	0.035578	0.035578	0.035578	0.035578	0.035578
45665	1	-48.0565	-50.69062	2.634123	0.02639687	0.0263969	0.0263969	0.0263969	0.0263969	0.0263969	0.0263969
45666	0	-50.60031	-52.87686	2.276549	0.03557801	0.035578	0.035578	0.035578	0.035578	0.035578	0.035578
45667	1	-46.85093	-49.77063	2.9197	0.01906435	0.0190643	0.0190643	0.0190643	0.0190643	0.0190643	0.0190643
45668	0	-50.60031	-52.87686	2.276549	0.03557801	0.035578	0.035578	0.035578	0.035578	0.035578	0.035578
45669	1	-46.85093	-49.77063	2.9197	0.01906435	0.0190643	0.0190643	0.0190643	0.0190643	0.0190643	0.0190643
45670	0	-46.92776	-49.81503	2.88727	0.01989703	0.019897	0.019897	0.019897	0.019897	0.019897	0.019897
45671	1	-47.77291	-50.45718	2.68427	0.02510929	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093
45672	0	-47.28209	-50.06766	2.785569	0.02250832	0.0225083	0.0225083	0.0225083	0.0225083	0.0225083	0.0225083
45673	1	-47.77291	-50.45718	2.68427	0.02510929	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093
45674	0	-46.78807	-49.74509	2.957015	0.01810623	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062
45675	1	-47.77291	-50.45718	2.68427	0.02510929	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093	0.0251093
45676	0	-46.78807	-49.74509	2.957015	0.01810623	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062
45677	1	-47.21977	-50.02044	2.80067	0.02212058	0.0221206	0.0221206	0.0221206	0.0221206	0.0221206	0.0221206
45678	0	-46.7807	-49.74373	2.96303	0.01795179	0.0179518	0.0179518	0.0179518	0.0179518	0.0179518	0.0179518
45679	1	-47.12191	-49.94805	2.826138	0.02146667	0.0214667	0.0214667	0.0214667	0.0214667	0.0214667	0.0214667
45680	0	-46.75785	-49.78961	3.03176	0.01618706	0.0161871	0.0161871	0.0161871	0.0161871	0.0161871	0.0161871
45681	1	-47.0124	-49.87063	2.858235	0.02064252	0.0206425	0.0206425	0.0206425	0.0206425	0.0206425	0.0206425
45682	0	-48.70508	-51.23649	2.531414	0.02903406	0.0290341	0.0290341	0.0290341	0.0290341	0.0290341	0.0290341
45683	1	-46.81453	-49.89216	3.077632	0.01500925	0.0150093	0.0150093	0.0150093	0.0150093	0.0150093	0.0150093
45684	0	-46.92277	-49.81192	2.889153	0.01984868	0.0198487	0.0198487	0.0198487	0.0198487	0.0198487	0.0198487
45685	1	-48.07846	-51.35593	3.277471	0.009878141	0.00987814	0.00987814	0.00987814	0.00987814	0.00987814	0.00987814
45686	0	-46.92277	-49.81192	2.889153	0.01984868	0.0198487	0.0198487	0.0198487	0.0198487	0.0198487	0.0198487
45687	1	-48.5821	-51.13204	2.549936	0.02855848	0.0285585	0.0285585	0.0285585	0.0285585	0.0285585	0.0285585
45688	0	-48.0811	-50.71106	2.629959	0.02650379	0.0265038	0.0265038	0.0265038	0.0265038	0.0265038	0.0265038
45689	1	-47.03435	-50.18091	3.146555	0.01323957	0.0132396	0.0132396	0.0132396	0.0132396	0.0132396	0.0132396
45690	0	-47.05295	-49.89874	2.845791	0.02096205	0.0209621	0.0209621	0.0209621	0.0209621	0.0209621	0.0209621
45691	1	-47.03435	-50.18091	3.146555	0.01323957	0.0132396	0.0132396	0.0132396	0.0132396	0.0132396	0.0132396
45692	0	-47.05295	-49.89874	2.845791	0.02096205	0.0209621	0.0209621	0.0209621	0.0209621	0.0209621	0.0209621
45693	1	-48.82529	-51.33894	2.513646	0.02949026	0.0294903	0.0294903	0.0294903	0.0294903	0.0294903	0.0294903
45694	0	-47.44915	-50.66324	3.214094	0.01150541	0.0115054	0.0115054	0.0115054	0.0115054	0.0115054	0.0115054
45695	1	-48.82529	-51.33894	2.513646	0.02949026	0.0294903	0.0294903	0.0294903	0.0294903	0.0294903	0.0294903
45696	0	-47.22934	-50.02764	2.798301	0.02218141	0.0221814	0.0221814	0.0221814	0.0221814	0.0221814	0.0221814
45697	1	-49.01657	-51.50256	2.485992	0.03020032	0.0302003	0.0302003	0.0302003	0.0302003	0.0302003	0.0302003
45698	0	-47.09608	-50.25543	3.159354	0.01291094	0.0129109	0.0129109	0.0129109	0.0129109	0.0129109	0.0129109
45699	1	-46.77425	-49.82557	3.051322	0.01568479	0.0156848	0.0156848	0.0156848	0.0156848	0.0156848	0.0156848
45700	0	-47.51851	-50.25221	2.733697	0.02384019	0.0238402	0.0238402	0.0238402	0.0238402	0.0238402	0.0238402
45701	1	-46.77425	-49.82557	3.051322	0.01568479	0.0156848	0.0156848	0.0156848	0.0156848	0.0156848	0.0156848
45702	0	-46.90682	-50.02038	3.113559	0.01408678	0.0140868	0.0140868	0.0140868	0.0140868	0.0140868	0.0140868
45703	1	-46.79461	-49.86097	3.066361	0.01529865	0.0152986	0.0152986	0.0152986	0.0152986	0.0152986	0.0152986
45704	0	-46.78085	-49.74375	2.962902	0.01795507	0.0179551	0.0179551	0.0179551	0.0179551	0.0179551	0.0179551
45705	1	-46.79461	-49.86097	3.066361	0.01529865	0.0152986	0.0152986	0.0152986	0.0152986	0.0152986	0.0152986
45706	0	-46.77848	-49.74347	2.964985	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016
45707	1	-47.45068	-50.66497	3.214288	0.01150044	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004
45708	0	-46.77848	-49.74347	2.964985	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016	0.0179016
45709	1	-47.45068	-50.66497	3.214288	0.01150044	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004
45710	0	-46.90766	-50.02147	3.113818	0.01408013	0.0140801	0.0140801	0.0140801	0.0140801	0.0140801	0.0140801
45711	1	-47.45068	-50.66497	3.214288	0.01150044	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004
45712	0	-49.64577	-53.01733	3.371559	0.007462312	0.00746231	0.00746231	0.00746231	0.00746231	0.00746231	0.00746231
45713	1	-47.45068	-50.66497	3.214288	0.01150044	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004	0.0115004
45714	0	-49.64577	-53.01733	3.371559	0.007462312	0.00746231	0.00746231	0.00746231	0.00746231	0.00746231	0.00746231
45715	1	-46.79182	-49.746	2.954187	0.01817885	0.0181789	0.0181789	0.0181789	0.0181789	0.0181789	0.0181789
45716	0	-46.76878	-49.81488	3.0461	0.01581887	0.0158189	0.0158189	0.0158189	0.0158189	0.0158189	0.0158189
