,spp1,spp2
1655,Palicourea_elata,Palicourea_rigida
1656,Palicourea_berteroana,Palicourea_rigida
1657,Palicourea_petiolaris,Palicourea_rigida
1658,Palicourea_timbiquensis,Palicourea_rigida
1659,Palicourea_acanthacea,Palicourea_rigida
1660,Palicourea_brachiata,Palicourea_rigida
1661,Palicourea_glomerulata,Palicourea_rigida
1662,Palicourea_conephoroides,Palicourea_rigida
1663,Palicourea_tinctoria,Palicourea_rigida
1664,Palicourea_jelskii,Palicourea_rigida
1665,Palicourea_allenii,Palicourea_rigida
1666,Palicourea_cyanococca,Palicourea_rigida
1667,Palicourea_hazenii,Palicourea_rigida
1668,Palicourea_tomentosa,Palicourea_rigida
1669,Psychotria_rosea,Palicourea_rigida
1670,Psychotria_suterella,Palicourea_rigida
1671,Palicourea_brachypoda,Palicourea_rigida
1672,Palicourea_sessilis,Palicourea_rigida
1673,Palicourea_divaricata,Palicourea_rigida
1674,Palicourea_racemosa,Palicourea_rigida
1675,Palicourea_subfusca,Palicourea_rigida
1676,Palicourea_topoensis,Palicourea_rigida
1677,Palicourea_brevicollis,Palicourea_rigida
1678,Palicourea_egensis,Palicourea_egensis
1679,Palicourea_polycephala,Palicourea_egensis
1680,Palicourea_deflexa,Palicourea_egensis
1681,Palicourea_woronovii,Palicourea_egensis
1682,Palicourea_bangii,Palicourea_egensis
1683,Palicourea_flavifolia,Palicourea_egensis
1684,Palicourea_reticulata,Palicourea_egensis
1685,Palicourea_stipularis,Palicourea_egensis
1686,Palicourea_flavescens,Palicourea_egensis
1687,Palicourea_stenosepala,Palicourea_egensis
1688,Palicourea_lineata,Palicourea_egensis
1689,Palicourea_padifolia,Palicourea_egensis
1690,Palicourea_lehmannii,Palicourea_egensis
1691,Palicourea_thyrsiflora,Palicourea_egensis
1692,Palicourea_demissa,Palicourea_egensis
1693,Palicourea_amethystina,Palicourea_egensis
1694,Palicourea_standleyana,Palicourea_egensis
1695,Palicourea_seemannii,Palicourea_egensis
1696,Palicourea_pyramidalis,Palicourea_egensis
1697,Palicourea_luteonivea,Palicourea_egensis
1698,Palicourea_sulphurea,Palicourea_egensis
1699,Palicourea_apicata,Palicourea_egensis
1700,Palicourea_loxensis,Palicourea_egensis
1701,Palicourea_angustifolia,Palicourea_egensis
1702,Palicourea_tetragona,Palicourea_egensis
1703,Palicourea_domingensis,Palicourea_egensis
1704,Palicourea_pubescens,Palicourea_egensis
1705,Palicourea_correae,Palicourea_egensis
1706,Palicourea_elata,Palicourea_egensis
1707,Palicourea_berteroana,Palicourea_egensis
1708,Palicourea_petiolaris,Palicourea_egensis
1709,Palicourea_timbiquensis,Palicourea_egensis
1710,Palicourea_acanthacea,Palicourea_egensis
1711,Palicourea_brachiata,Palicourea_egensis
1712,Palicourea_glomerulata,Palicourea_egensis
1713,Palicourea_conephoroides,Palicourea_egensis
1714,Palicourea_tinctoria,Palicourea_egensis
1715,Palicourea_jelskii,Palicourea_egensis
1716,Palicourea_allenii,Palicourea_egensis
1717,Palicourea_cyanococca,Palicourea_egensis
1718,Palicourea_hazenii,Palicourea_egensis
1719,Palicourea_tomentosa,Palicourea_egensis
1720,Psychotria_rosea,Palicourea_egensis
1721,Psychotria_suterella,Palicourea_egensis
1722,Palicourea_brachypoda,Palicourea_egensis
1723,Palicourea_sessilis,Palicourea_egensis
1724,Palicourea_divaricata,Palicourea_egensis
1725,Palicourea_racemosa,Palicourea_egensis
1726,Palicourea_subfusca,Palicourea_egensis
1727,Palicourea_topoensis,Palicourea_egensis
1728,Palicourea_brevicollis,Palicourea_egensis
1729,Palicourea_polycephala,Palicourea_polycephala
1730,Palicourea_deflexa,Palicourea_polycephala
1731,Palicourea_woronovii,Palicourea_polycephala
1732,Palicourea_bangii,Palicourea_polycephala
1733,Palicourea_flavifolia,Palicourea_polycephala
1734,Palicourea_reticulata,Palicourea_polycephala
1735,Palicourea_stipularis,Palicourea_polycephala
1736,Palicourea_flavescens,Palicourea_polycephala
1737,Palicourea_stenosepala,Palicourea_polycephala
1738,Palicourea_lineata,Palicourea_polycephala
1739,Palicourea_padifolia,Palicourea_polycephala
1740,Palicourea_lehmannii,Palicourea_polycephala
1741,Palicourea_thyrsiflora,Palicourea_polycephala
1742,Palicourea_demissa,Palicourea_polycephala
1743,Palicourea_amethystina,Palicourea_polycephala
1744,Palicourea_standleyana,Palicourea_polycephala
1745,Palicourea_seemannii,Palicourea_polycephala
1746,Palicourea_pyramidalis,Palicourea_polycephala
1747,Palicourea_luteonivea,Palicourea_polycephala
1748,Palicourea_sulphurea,Palicourea_polycephala
1749,Palicourea_apicata,Palicourea_polycephala
1750,Palicourea_loxensis,Palicourea_polycephala
1751,Palicourea_angustifolia,Palicourea_polycephala
1752,Palicourea_tetragona,Palicourea_polycephala
1753,Palicourea_domingensis,Palicourea_polycephala
1754,Palicourea_pubescens,Palicourea_polycephala
1755,Palicourea_correae,Palicourea_polycephala
1756,Palicourea_elata,Palicourea_polycephala
1757,Palicourea_berteroana,Palicourea_polycephala
1758,Palicourea_petiolaris,Palicourea_polycephala
1759,Palicourea_timbiquensis,Palicourea_polycephala
1760,Palicourea_acanthacea,Palicourea_polycephala
1761,Palicourea_brachiata,Palicourea_polycephala
1762,Palicourea_glomerulata,Palicourea_polycephala
1763,Palicourea_conephoroides,Palicourea_polycephala
1764,Palicourea_tinctoria,Palicourea_polycephala
1765,Palicourea_jelskii,Palicourea_polycephala
1766,Palicourea_allenii,Palicourea_polycephala
1767,Palicourea_cyanococca,Palicourea_polycephala
1768,Palicourea_hazenii,Palicourea_polycephala
1769,Palicourea_tomentosa,Palicourea_polycephala
1770,Psychotria_rosea,Palicourea_polycephala
1771,Psychotria_suterella,Palicourea_polycephala
1772,Palicourea_brachypoda,Palicourea_polycephala
1773,Palicourea_sessilis,Palicourea_polycephala
1774,Palicourea_divaricata,Palicourea_polycephala
1775,Palicourea_racemosa,Palicourea_polycephala
1776,Palicourea_subfusca,Palicourea_polycephala
1777,Palicourea_topoensis,Palicourea_polycephala
1778,Palicourea_brevicollis,Palicourea_polycephala
1779,Palicourea_deflexa,Palicourea_deflexa
1780,Palicourea_woronovii,Palicourea_deflexa
1781,Palicourea_bangii,Palicourea_deflexa
1782,Palicourea_flavifolia,Palicourea_deflexa
1783,Palicourea_reticulata,Palicourea_deflexa
1784,Palicourea_stipularis,Palicourea_deflexa
1785,Palicourea_flavescens,Palicourea_deflexa
1786,Palicourea_stenosepala,Palicourea_deflexa
1787,Palicourea_lineata,Palicourea_deflexa
1788,Palicourea_padifolia,Palicourea_deflexa
1789,Palicourea_lehmannii,Palicourea_deflexa
1790,Palicourea_thyrsiflora,Palicourea_deflexa
1791,Palicourea_demissa,Palicourea_deflexa
1792,Palicourea_amethystina,Palicourea_deflexa
1793,Palicourea_standleyana,Palicourea_deflexa
1794,Palicourea_seemannii,Palicourea_deflexa
1795,Palicourea_pyramidalis,Palicourea_deflexa
1796,Palicourea_luteonivea,Palicourea_deflexa
1797,Palicourea_sulphurea,Palicourea_deflexa
1798,Palicourea_apicata,Palicourea_deflexa
1799,Palicourea_loxensis,Palicourea_deflexa
1800,Palicourea_angustifolia,Palicourea_deflexa
1801,Palicourea_tetragona,Palicourea_deflexa
1802,Palicourea_domingensis,Palicourea_deflexa
1803,Palicourea_pubescens,Palicourea_deflexa
1804,Palicourea_correae,Palicourea_deflexa
1805,Palicourea_elata,Palicourea_deflexa
1806,Palicourea_berteroana,Palicourea_deflexa
1807,Palicourea_petiolaris,Palicourea_deflexa
1808,Palicourea_timbiquensis,Palicourea_deflexa
1809,Palicourea_acanthacea,Palicourea_deflexa
1810,Palicourea_brachiata,Palicourea_deflexa
1811,Palicourea_glomerulata,Palicourea_deflexa
1812,Palicourea_conephoroides,Palicourea_deflexa
1813,Palicourea_tinctoria,Palicourea_deflexa
1814,Palicourea_jelskii,Palicourea_deflexa
1815,Palicourea_allenii,Palicourea_deflexa
1816,Palicourea_cyanococca,Palicourea_deflexa
1817,Palicourea_hazenii,Palicourea_deflexa
1818,Palicourea_tomentosa,Palicourea_deflexa
1819,Psychotria_rosea,Palicourea_deflexa
1820,Psychotria_suterella,Palicourea_deflexa
1821,Palicourea_brachypoda,Palicourea_deflexa
1822,Palicourea_sessilis,Palicourea_deflexa
1823,Palicourea_divaricata,Palicourea_deflexa
1824,Palicourea_racemosa,Palicourea_deflexa
1825,Palicourea_subfusca,Palicourea_deflexa
1826,Palicourea_topoensis,Palicourea_deflexa
1827,Palicourea_brevicollis,Palicourea_deflexa
1828,Palicourea_woronovii,Palicourea_woronovii
1829,Palicourea_bangii,Palicourea_woronovii
1830,Palicourea_flavifolia,Palicourea_woronovii
1831,Palicourea_reticulata,Palicourea_woronovii
1832,Palicourea_stipularis,Palicourea_woronovii
1833,Palicourea_flavescens,Palicourea_woronovii
1834,Palicourea_stenosepala,Palicourea_woronovii
1835,Palicourea_lineata,Palicourea_woronovii
1836,Palicourea_padifolia,Palicourea_woronovii
1837,Palicourea_lehmannii,Palicourea_woronovii
1838,Palicourea_thyrsiflora,Palicourea_woronovii
1839,Palicourea_demissa,Palicourea_woronovii
1840,Palicourea_amethystina,Palicourea_woronovii
1841,Palicourea_standleyana,Palicourea_woronovii
1842,Palicourea_seemannii,Palicourea_woronovii
1843,Palicourea_pyramidalis,Palicourea_woronovii
1844,Palicourea_luteonivea,Palicourea_woronovii
1845,Palicourea_sulphurea,Palicourea_woronovii
1846,Palicourea_apicata,Palicourea_woronovii
1847,Palicourea_loxensis,Palicourea_woronovii
1848,Palicourea_angustifolia,Palicourea_woronovii
1849,Palicourea_tetragona,Palicourea_woronovii
1850,Palicourea_domingensis,Palicourea_woronovii
1851,Palicourea_pubescens,Palicourea_woronovii
1852,Palicourea_correae,Palicourea_woronovii
1853,Palicourea_elata,Palicourea_woronovii
1854,Palicourea_berteroana,Palicourea_woronovii
1855,Palicourea_petiolaris,Palicourea_woronovii
1856,Palicourea_timbiquensis,Palicourea_woronovii
1857,Palicourea_acanthacea,Palicourea_woronovii
1858,Palicourea_brachiata,Palicourea_woronovii
1859,Palicourea_glomerulata,Palicourea_woronovii
1860,Palicourea_conephoroides,Palicourea_woronovii
1861,Palicourea_tinctoria,Palicourea_woronovii
1862,Palicourea_jelskii,Palicourea_woronovii
1863,Palicourea_allenii,Palicourea_woronovii
1864,Palicourea_cyanococca,Palicourea_woronovii
1865,Palicourea_hazenii,Palicourea_woronovii
1866,Palicourea_tomentosa,Palicourea_woronovii
1867,Psychotria_rosea,Palicourea_woronovii
1868,Psychotria_suterella,Palicourea_woronovii
1869,Palicourea_brachypoda,Palicourea_woronovii
1870,Palicourea_sessilis,Palicourea_woronovii
1871,Palicourea_divaricata,Palicourea_woronovii
1872,Palicourea_racemosa,Palicourea_woronovii
1873,Palicourea_subfusca,Palicourea_woronovii
1874,Palicourea_topoensis,Palicourea_woronovii
1875,Palicourea_brevicollis,Palicourea_woronovii
1876,Palicourea_bangii,Palicourea_bangii
1877,Palicourea_flavifolia,Palicourea_bangii
1878,Palicourea_reticulata,Palicourea_bangii
1879,Palicourea_stipularis,Palicourea_bangii
1880,Palicourea_flavescens,Palicourea_bangii
1881,Palicourea_stenosepala,Palicourea_bangii
1882,Palicourea_lineata,Palicourea_bangii
1883,Palicourea_padifolia,Palicourea_bangii
1884,Palicourea_lehmannii,Palicourea_bangii
1885,Palicourea_thyrsiflora,Palicourea_bangii
1886,Palicourea_demissa,Palicourea_bangii
1887,Palicourea_amethystina,Palicourea_bangii
1888,Palicourea_standleyana,Palicourea_bangii
1889,Palicourea_seemannii,Palicourea_bangii
1890,Palicourea_pyramidalis,Palicourea_bangii
1891,Palicourea_luteonivea,Palicourea_bangii
1892,Palicourea_sulphurea,Palicourea_bangii
1893,Palicourea_apicata,Palicourea_bangii
1894,Palicourea_loxensis,Palicourea_bangii
1895,Palicourea_angustifolia,Palicourea_bangii
1896,Palicourea_tetragona,Palicourea_bangii
1897,Palicourea_domingensis,Palicourea_bangii
1898,Palicourea_pubescens,Palicourea_bangii
1899,Palicourea_correae,Palicourea_bangii
1900,Palicourea_elata,Palicourea_bangii
1901,Palicourea_berteroana,Palicourea_bangii
1902,Palicourea_petiolaris,Palicourea_bangii
1903,Palicourea_timbiquensis,Palicourea_bangii
1904,Palicourea_acanthacea,Palicourea_bangii
1905,Palicourea_brachiata,Palicourea_bangii
1906,Palicourea_glomerulata,Palicourea_bangii
1907,Palicourea_conephoroides,Palicourea_bangii
1908,Palicourea_tinctoria,Palicourea_bangii
1909,Palicourea_jelskii,Palicourea_bangii
1910,Palicourea_allenii,Palicourea_bangii
1911,Palicourea_cyanococca,Palicourea_bangii
1912,Palicourea_hazenii,Palicourea_bangii
1913,Palicourea_tomentosa,Palicourea_bangii
1914,Psychotria_rosea,Palicourea_bangii
1915,Psychotria_suterella,Palicourea_bangii
1916,Palicourea_brachypoda,Palicourea_bangii
1917,Palicourea_sessilis,Palicourea_bangii
1918,Palicourea_divaricata,Palicourea_bangii
1919,Palicourea_racemosa,Palicourea_bangii
1920,Palicourea_subfusca,Palicourea_bangii
1921,Palicourea_topoensis,Palicourea_bangii
1922,Palicourea_brevicollis,Palicourea_bangii
1923,Palicourea_flavifolia,Palicourea_flavifolia
1924,Palicourea_reticulata,Palicourea_flavifolia
1925,Palicourea_stipularis,Palicourea_flavifolia
1926,Palicourea_flavescens,Palicourea_flavifolia
1927,Palicourea_stenosepala,Palicourea_flavifolia
1928,Palicourea_lineata,Palicourea_flavifolia
1929,Palicourea_padifolia,Palicourea_flavifolia
1930,Palicourea_lehmannii,Palicourea_flavifolia
1931,Palicourea_thyrsiflora,Palicourea_flavifolia
1932,Palicourea_demissa,Palicourea_flavifolia
1933,Palicourea_amethystina,Palicourea_flavifolia
1934,Palicourea_standleyana,Palicourea_flavifolia
1935,Palicourea_seemannii,Palicourea_flavifolia
1936,Palicourea_pyramidalis,Palicourea_flavifolia
1937,Palicourea_luteonivea,Palicourea_flavifolia
1938,Palicourea_sulphurea,Palicourea_flavifolia
1939,Palicourea_apicata,Palicourea_flavifolia
1940,Palicourea_loxensis,Palicourea_flavifolia
1941,Palicourea_angustifolia,Palicourea_flavifolia
1942,Palicourea_tetragona,Palicourea_flavifolia
1943,Palicourea_domingensis,Palicourea_flavifolia
1944,Palicourea_pubescens,Palicourea_flavifolia
1945,Palicourea_correae,Palicourea_flavifolia
1946,Palicourea_elata,Palicourea_flavifolia
1947,Palicourea_berteroana,Palicourea_flavifolia
1948,Palicourea_petiolaris,Palicourea_flavifolia
1949,Palicourea_timbiquensis,Palicourea_flavifolia
1950,Palicourea_acanthacea,Palicourea_flavifolia
1951,Palicourea_brachiata,Palicourea_flavifolia
1952,Palicourea_glomerulata,Palicourea_flavifolia
1953,Palicourea_conephoroides,Palicourea_flavifolia
1954,Palicourea_tinctoria,Palicourea_flavifolia
1955,Palicourea_jelskii,Palicourea_flavifolia
1956,Palicourea_allenii,Palicourea_flavifolia
1957,Palicourea_cyanococca,Palicourea_flavifolia
1958,Palicourea_hazenii,Palicourea_flavifolia
1959,Palicourea_tomentosa,Palicourea_flavifolia
1960,Psychotria_rosea,Palicourea_flavifolia
1961,Psychotria_suterella,Palicourea_flavifolia
1962,Palicourea_brachypoda,Palicourea_flavifolia
1963,Palicourea_sessilis,Palicourea_flavifolia
1964,Palicourea_divaricata,Palicourea_flavifolia
1965,Palicourea_racemosa,Palicourea_flavifolia
1966,Palicourea_subfusca,Palicourea_flavifolia
1967,Palicourea_topoensis,Palicourea_flavifolia
1968,Palicourea_brevicollis,Palicourea_flavifolia
1969,Palicourea_reticulata,Palicourea_reticulata
1970,Palicourea_stipularis,Palicourea_reticulata
1971,Palicourea_flavescens,Palicourea_reticulata
1972,Palicourea_stenosepala,Palicourea_reticulata
1973,Palicourea_lineata,Palicourea_reticulata
1974,Palicourea_padifolia,Palicourea_reticulata
1975,Palicourea_lehmannii,Palicourea_reticulata
1976,Palicourea_thyrsiflora,Palicourea_reticulata
1977,Palicourea_demissa,Palicourea_reticulata
1978,Palicourea_amethystina,Palicourea_reticulata
1979,Palicourea_standleyana,Palicourea_reticulata
1980,Palicourea_seemannii,Palicourea_reticulata
1981,Palicourea_pyramidalis,Palicourea_reticulata
1982,Palicourea_luteonivea,Palicourea_reticulata
1983,Palicourea_sulphurea,Palicourea_reticulata
1984,Palicourea_apicata,Palicourea_reticulata
1985,Palicourea_loxensis,Palicourea_reticulata
1986,Palicourea_angustifolia,Palicourea_reticulata
1987,Palicourea_tetragona,Palicourea_reticulata
1988,Palicourea_domingensis,Palicourea_reticulata
1989,Palicourea_pubescens,Palicourea_reticulata
1990,Palicourea_correae,Palicourea_reticulata
1991,Palicourea_elata,Palicourea_reticulata
1992,Palicourea_berteroana,Palicourea_reticulata
1993,Palicourea_petiolaris,Palicourea_reticulata
1994,Palicourea_timbiquensis,Palicourea_reticulata
1995,Palicourea_acanthacea,Palicourea_reticulata
1996,Palicourea_brachiata,Palicourea_reticulata
1997,Palicourea_glomerulata,Palicourea_reticulata
1998,Palicourea_conephoroides,Palicourea_reticulata
1999,Palicourea_tinctoria,Palicourea_reticulata
2000,Palicourea_jelskii,Palicourea_reticulata
2001,Palicourea_allenii,Palicourea_reticulata
2002,Palicourea_cyanococca,Palicourea_reticulata
2003,Palicourea_hazenii,Palicourea_reticulata
2004,Palicourea_tomentosa,Palicourea_reticulata
2005,Psychotria_rosea,Palicourea_reticulata
2006,Psychotria_suterella,Palicourea_reticulata
2007,Palicourea_brachypoda,Palicourea_reticulata
2008,Palicourea_sessilis,Palicourea_reticulata
2009,Palicourea_divaricata,Palicourea_reticulata
2010,Palicourea_racemosa,Palicourea_reticulata
2011,Palicourea_subfusca,Palicourea_reticulata
2012,Palicourea_topoensis,Palicourea_reticulata
2013,Palicourea_brevicollis,Palicourea_reticulata
2014,Palicourea_stipularis,Palicourea_stipularis
2015,Palicourea_flavescens,Palicourea_stipularis
2016,Palicourea_stenosepala,Palicourea_stipularis
2017,Palicourea_lineata,Palicourea_stipularis
2018,Palicourea_padifolia,Palicourea_stipularis
2019,Palicourea_lehmannii,Palicourea_stipularis
2020,Palicourea_thyrsiflora,Palicourea_stipularis
2021,Palicourea_demissa,Palicourea_stipularis
2022,Palicourea_amethystina,Palicourea_stipularis
2023,Palicourea_standleyana,Palicourea_stipularis
2024,Palicourea_seemannii,Palicourea_stipularis
2025,Palicourea_pyramidalis,Palicourea_stipularis
2026,Palicourea_luteonivea,Palicourea_stipularis
2027,Palicourea_sulphurea,Palicourea_stipularis
2028,Palicourea_apicata,Palicourea_stipularis
2029,Palicourea_loxensis,Palicourea_stipularis
2030,Palicourea_angustifolia,Palicourea_stipularis
2031,Palicourea_tetragona,Palicourea_stipularis
2032,Palicourea_domingensis,Palicourea_stipularis
2033,Palicourea_pubescens,Palicourea_stipularis
2034,Palicourea_correae,Palicourea_stipularis
2035,Palicourea_elata,Palicourea_stipularis
2036,Palicourea_berteroana,Palicourea_stipularis
2037,Palicourea_petiolaris,Palicourea_stipularis
2038,Palicourea_timbiquensis,Palicourea_stipularis
2039,Palicourea_acanthacea,Palicourea_stipularis
2040,Palicourea_brachiata,Palicourea_stipularis
2041,Palicourea_glomerulata,Palicourea_stipularis
2042,Palicourea_conephoroides,Palicourea_stipularis
2043,Palicourea_tinctoria,Palicourea_stipularis
2044,Palicourea_jelskii,Palicourea_stipularis
2045,Palicourea_allenii,Palicourea_stipularis
2046,Palicourea_cyanococca,Palicourea_stipularis
2047,Palicourea_hazenii,Palicourea_stipularis
2048,Palicourea_tomentosa,Palicourea_stipularis
2049,Psychotria_rosea,Palicourea_stipularis
2050,Psychotria_suterella,Palicourea_stipularis
2051,Palicourea_brachypoda,Palicourea_stipularis
2052,Palicourea_sessilis,Palicourea_stipularis
2053,Palicourea_divaricata,Palicourea_stipularis
2054,Palicourea_racemosa,Palicourea_stipularis
2055,Palicourea_subfusca,Palicourea_stipularis
2056,Palicourea_topoensis,Palicourea_stipularis
2057,Palicourea_brevicollis,Palicourea_stipularis
2058,Palicourea_flavescens,Palicourea_flavescens
2059,Palicourea_stenosepala,Palicourea_flavescens
2060,Palicourea_lineata,Palicourea_flavescens
2061,Palicourea_padifolia,Palicourea_flavescens
2062,Palicourea_lehmannii,Palicourea_flavescens
2063,Palicourea_thyrsiflora,Palicourea_flavescens
2064,Palicourea_demissa,Palicourea_flavescens
2065,Palicourea_amethystina,Palicourea_flavescens
2066,Palicourea_standleyana,Palicourea_flavescens
2067,Palicourea_seemannii,Palicourea_flavescens
2068,Palicourea_pyramidalis,Palicourea_flavescens
2069,Palicourea_luteonivea,Palicourea_flavescens
2070,Palicourea_sulphurea,Palicourea_flavescens
2071,Palicourea_apicata,Palicourea_flavescens
2072,Palicourea_loxensis,Palicourea_flavescens
2073,Palicourea_angustifolia,Palicourea_flavescens
2074,Palicourea_tetragona,Palicourea_flavescens
2075,Palicourea_domingensis,Palicourea_flavescens
2076,Palicourea_pubescens,Palicourea_flavescens
2077,Palicourea_correae,Palicourea_flavescens
2078,Palicourea_elata,Palicourea_flavescens
2079,Palicourea_berteroana,Palicourea_flavescens
2080,Palicourea_petiolaris,Palicourea_flavescens
2081,Palicourea_timbiquensis,Palicourea_flavescens
2082,Palicourea_acanthacea,Palicourea_flavescens
2083,Palicourea_brachiata,Palicourea_flavescens
2084,Palicourea_glomerulata,Palicourea_flavescens
2085,Palicourea_conephoroides,Palicourea_flavescens
2086,Palicourea_tinctoria,Palicourea_flavescens
2087,Palicourea_jelskii,Palicourea_flavescens
2088,Palicourea_allenii,Palicourea_flavescens
2089,Palicourea_cyanococca,Palicourea_flavescens
2090,Palicourea_hazenii,Palicourea_flavescens
2091,Palicourea_tomentosa,Palicourea_flavescens
2092,Psychotria_rosea,Palicourea_flavescens
2093,Psychotria_suterella,Palicourea_flavescens
2094,Palicourea_brachypoda,Palicourea_flavescens
2095,Palicourea_sessilis,Palicourea_flavescens
2096,Palicourea_divaricata,Palicourea_flavescens
2097,Palicourea_racemosa,Palicourea_flavescens
2098,Palicourea_subfusca,Palicourea_flavescens
2099,Palicourea_topoensis,Palicourea_flavescens
2100,Palicourea_brevicollis,Palicourea_flavescens
2101,Palicourea_stenosepala,Palicourea_stenosepala
2102,Palicourea_lineata,Palicourea_stenosepala
2103,Palicourea_padifolia,Palicourea_stenosepala
2104,Palicourea_lehmannii,Palicourea_stenosepala
2105,Palicourea_thyrsiflora,Palicourea_stenosepala
2106,Palicourea_demissa,Palicourea_stenosepala
2107,Palicourea_amethystina,Palicourea_stenosepala
2108,Palicourea_standleyana,Palicourea_stenosepala
2109,Palicourea_seemannii,Palicourea_stenosepala
2110,Palicourea_pyramidalis,Palicourea_stenosepala
2111,Palicourea_luteonivea,Palicourea_stenosepala
2112,Palicourea_sulphurea,Palicourea_stenosepala
2113,Palicourea_apicata,Palicourea_stenosepala
2114,Palicourea_loxensis,Palicourea_stenosepala
2115,Palicourea_angustifolia,Palicourea_stenosepala
2116,Palicourea_tetragona,Palicourea_stenosepala
2117,Palicourea_domingensis,Palicourea_stenosepala
2118,Palicourea_pubescens,Palicourea_stenosepala
2119,Palicourea_correae,Palicourea_stenosepala
2120,Palicourea_elata,Palicourea_stenosepala
2121,Palicourea_berteroana,Palicourea_stenosepala
2122,Palicourea_petiolaris,Palicourea_stenosepala
2123,Palicourea_timbiquensis,Palicourea_stenosepala
2124,Palicourea_acanthacea,Palicourea_stenosepala
2125,Palicourea_brachiata,Palicourea_stenosepala
2126,Palicourea_glomerulata,Palicourea_stenosepala
2127,Palicourea_conephoroides,Palicourea_stenosepala
2128,Palicourea_tinctoria,Palicourea_stenosepala
2129,Palicourea_jelskii,Palicourea_stenosepala
2130,Palicourea_allenii,Palicourea_stenosepala
2131,Palicourea_cyanococca,Palicourea_stenosepala
2132,Palicourea_hazenii,Palicourea_stenosepala
2133,Palicourea_tomentosa,Palicourea_stenosepala
2134,Psychotria_rosea,Palicourea_stenosepala
2135,Psychotria_suterella,Palicourea_stenosepala
2136,Palicourea_brachypoda,Palicourea_stenosepala
2137,Palicourea_sessilis,Palicourea_stenosepala
2138,Palicourea_divaricata,Palicourea_stenosepala
2139,Palicourea_racemosa,Palicourea_stenosepala
2140,Palicourea_subfusca,Palicourea_stenosepala
2141,Palicourea_topoensis,Palicourea_stenosepala
2142,Palicourea_brevicollis,Palicourea_stenosepala
2143,Palicourea_lineata,Palicourea_lineata
2144,Palicourea_padifolia,Palicourea_lineata
2145,Palicourea_lehmannii,Palicourea_lineata
2146,Palicourea_thyrsiflora,Palicourea_lineata
2147,Palicourea_demissa,Palicourea_lineata
2148,Palicourea_amethystina,Palicourea_lineata
2149,Palicourea_standleyana,Palicourea_lineata
2150,Palicourea_seemannii,Palicourea_lineata
2151,Palicourea_pyramidalis,Palicourea_lineata
2152,Palicourea_luteonivea,Palicourea_lineata
2153,Palicourea_sulphurea,Palicourea_lineata
2154,Palicourea_apicata,Palicourea_lineata
2155,Palicourea_loxensis,Palicourea_lineata
2156,Palicourea_angustifolia,Palicourea_lineata
2157,Palicourea_tetragona,Palicourea_lineata
2158,Palicourea_domingensis,Palicourea_lineata
2159,Palicourea_pubescens,Palicourea_lineata
2160,Palicourea_correae,Palicourea_lineata
2161,Palicourea_elata,Palicourea_lineata
2162,Palicourea_berteroana,Palicourea_lineata
2163,Palicourea_petiolaris,Palicourea_lineata
2164,Palicourea_timbiquensis,Palicourea_lineata
2165,Palicourea_acanthacea,Palicourea_lineata
2166,Palicourea_brachiata,Palicourea_lineata
2167,Palicourea_glomerulata,Palicourea_lineata
2168,Palicourea_conephoroides,Palicourea_lineata
2169,Palicourea_tinctoria,Palicourea_lineata
2170,Palicourea_jelskii,Palicourea_lineata
2171,Palicourea_allenii,Palicourea_lineata
2172,Palicourea_cyanococca,Palicourea_lineata
2173,Palicourea_hazenii,Palicourea_lineata
2174,Palicourea_tomentosa,Palicourea_lineata
2175,Psychotria_rosea,Palicourea_lineata
2176,Psychotria_suterella,Palicourea_lineata
2177,Palicourea_brachypoda,Palicourea_lineata
2178,Palicourea_sessilis,Palicourea_lineata
2179,Palicourea_divaricata,Palicourea_lineata
2180,Palicourea_racemosa,Palicourea_lineata
2181,Palicourea_subfusca,Palicourea_lineata
2182,Palicourea_topoensis,Palicourea_lineata
2183,Palicourea_brevicollis,Palicourea_lineata
2184,Palicourea_padifolia,Palicourea_padifolia
2185,Palicourea_lehmannii,Palicourea_padifolia
2186,Palicourea_thyrsiflora,Palicourea_padifolia
2187,Palicourea_demissa,Palicourea_padifolia
2188,Palicourea_amethystina,Palicourea_padifolia
2189,Palicourea_standleyana,Palicourea_padifolia
2190,Palicourea_seemannii,Palicourea_padifolia
2191,Palicourea_pyramidalis,Palicourea_padifolia
2192,Palicourea_luteonivea,Palicourea_padifolia
2193,Palicourea_sulphurea,Palicourea_padifolia
2194,Palicourea_apicata,Palicourea_padifolia
2195,Palicourea_loxensis,Palicourea_padifolia
2196,Palicourea_angustifolia,Palicourea_padifolia
2197,Palicourea_tetragona,Palicourea_padifolia
2198,Palicourea_domingensis,Palicourea_padifolia
2199,Palicourea_pubescens,Palicourea_padifolia
2200,Palicourea_correae,Palicourea_padifolia
2201,Palicourea_elata,Palicourea_padifolia
2202,Palicourea_berteroana,Palicourea_padifolia
2203,Palicourea_petiolaris,Palicourea_padifolia
2204,Palicourea_timbiquensis,Palicourea_padifolia
2205,Palicourea_acanthacea,Palicourea_padifolia
2206,Palicourea_brachiata,Palicourea_padifolia
2207,Palicourea_glomerulata,Palicourea_padifolia
2208,Palicourea_conephoroides,Palicourea_padifolia
2209,Palicourea_tinctoria,Palicourea_padifolia
2210,Palicourea_jelskii,Palicourea_padifolia
2211,Palicourea_allenii,Palicourea_padifolia
